category,sku,name,price_text,product_url,image_url
LED Batten,,"High Wattage LED Batten 40 Wattage 6500K, Cool White",Rs. 1500,https://polycab.com/high-wattage-led-batten-40-wattage-6500k-cool-white/c-4988/p-54161,https://cms.polycab.com/media/s01kgotw/ldo0103110_img_01.png?format=webp
LED Batten,,"High Wattage LED Batten 30 Wattage 6500K, Cool White",Rs. 1000,https://polycab.com/high-wattage-led-batten-30-wattage-6500k-cool-white/c-4988/p-54160,https://cms.polycab.com/media/0wbfdeds/ldo0103124_img_01.png?format=webp
LED Batten,,"3-in-1 CCT LED Batten 20 Wattage 3-in-1 CCT, Cool White/Warm White/Daylight White",Rs. 800,https://polycab.com/3-in-1-cct-led-batten-20-wattage-3-in-1-cct-cool-whitewarm-whitedaylight-white/c-4988/p-54156,https://cms.polycab.com/media/evxdpmg4/ldo0103120_img_01.png?format=webp
LED Batten,,"High Wattage LED Batten 24 Wattage 6500K, Cool White",Rs. 750,https://polycab.com/high-wattage-led-batten-24-wattage-6500k-cool-white/c-4988/p-54158,https://cms.polycab.com/media/2iphnwk1/ldo0103070_img_01.png?format=webp
LED Batten,,"High Wattage LED Batten 24 Wattage 3000K, Warm White",Rs. 750,https://polycab.com/high-wattage-led-batten-24-wattage-3000k-warm-white/c-4988/p-54159,https://cms.polycab.com/media/xjpljwqg/ldo0103068_img_01.png?format=webp
LED Batten,,"Neo Slim Batten 20 Wattage 6500K, Cool White",Rs. 650,https://polycab.com/neo-slim-batten-20-wattage-6500k-cool-white/c-4988/p-54152,https://cms.polycab.com/media/v2kmdipy/ldo0103123_img_01.png?format=webp
LED Batten,,"Neo Slim Batten 20 Wattage 4000K, Daylight/Neutral White",Rs. 650,https://polycab.com/neo-slim-batten-20-wattage-4000k-daylightneutral-white/c-4988/p-54153,https://cms.polycab.com/media/jxjpilpj/ldo0103122_img_01.png?format=webp
LED Batten,,"Neo Slim Batten 20 Wattage 3000K, Warm White",Rs. 650,https://polycab.com/neo-slim-batten-20-wattage-3000k-warm-white/c-4988/p-54154,https://cms.polycab.com/media/epaf0jxb/ldo0103121_img_01.png?format=webp
LED Batten,,"Neo Slim LED Batten , 2ft 20 Wattage 6500K, Cool White",Rs. 250,https://polycab.com/neo-slim-led-batten-2ft-20-wattage-6500k-cool-white/c-4988/p-54163,https://cms.polycab.com/media/0hrpumcv/lp0101020cw_img_01.png?format=webp
LED Batten,,"Neo Slim LED Batten , 2ft 20 Wattage 4000K, Daylight/Neutral White",Rs. 250,https://polycab.com/neo-slim-led-batten-2ft-20-wattage-4000k-daylightneutral-white/c-4988/p-54164,https://cms.polycab.com/media/w5tdd3qx/lp0101020nw_img_01.png?format=webp
